text	label
Kimono. La talla no corresponde con lo que se pide y es muy escasa en todo, le he tenido q cambiar el encaje.	0
Fantastico acabado, practico y barato.. Todo perfecto. Muy bien acabado, resistente y práctico.	1
Calidad precio. Buena relacion calidad precio	1
Frágil. Yo pensaba que las pilas venían juntas . O aparato es muy frágil .	0
Funda para mi bicicleta de montaña. Compré 2 fundas y son ideales para cubrir las bicis en un patio exterior, no se moja ni coge polvo.	1
Capacidad perfecta para carreras largas. Botellines muy cómodos y que ajustan muy bien en mochilas de trail	1
Mala calidad. Muy descontento ya que estas no eran las que yo quería. Las bandas no soportan para nada una tensión fuerte, osea que no crean nada de resistencia. Y los mosquetones llegaron todos oxidados y estaban nuevos, supuestamente.	0
Va muy suelto y no se engancha bien. No se agarra bien, se mueve mucho, los enganches no son buenos. A poco que gires en una curva se mueve o suelta, no se fija nada bien. NO recomiendo su compra	0
Muy contento. Llego muy rapido y antes de lo previsto.bien cosida,sin hilos ni mal olor.con un plastico por dentro paraque no se arrugue y en una caja grande.la tela muy agradable al tacto.lo mejor para el verano.	1
Ha llegado algo roto, no es determinante para su uso. No acostumbro a escribir ninguna valoración, pero esta vez al recibir el producto me he dado cuenta de que ha recibido algún golpe bastante fuerte. El embalaje estaba correcto, pero el producto no venia con ninguna caja extra que lo protegiese. Adjunto las fotos, porque también me ha sorprendido en cuanto a las medidas, aunque es cierto que están bien indicadas, creía que seria más grande, aunque tiene la medida correcta.	0
bueno. la tela es bastante fina, pero el dibujo no está mal	0
Justo lo que esperaba. Llego en una fecha correcta. El producto es perfecto. Es justo lo que yo quería así que estoy muy contenta	1
Normales. Calidad normal, los hay mejores, pero un precio bajo para lo que es. Tamaño ok, color falta el rosa.... pocos colores	0
con sorpresa. me llegó en buenas condiciones pero me facturan un euro a mayores sin saber porque supongo que tendrá algo que ver con la entrega ya que vinieron 2 veces será cosa del transportista de todas formas si es prime no se hasta que punto es normal otras veces lo dejan en correos	0
Bueno, si llego a saberlo lo compro en tienda, pero no puedo quejarme.. La verdad, si lo llego a saber la compro en tienda local porque el precio era similar y te la vendían ya lista para usar, pero por comodidad de no tener que volver a ir a la tienda -me pilla apartada y era para un cumpleaños- la compré online. Craso error... La pelota viene desinflada, con lo que me tocó ir a varios sitios hasta encontrar uno donde me hiciesen el favor de inflarla... y al inflarla se le notan las marcas en los puntos donde ha estado doblada sobre si misma -me imagino que por el tiempo de estar almacenada así... No me puedo quejar, tamaño correcto, calidad buena, pero es una faena que no venga inflada y que no se avise en el anuncio, muchos -especialmente cuando la compras como regalo para un niño- no tenemos la bomba ni la aguja específica para hincharla....	0
Buenas cubiertas. Cubiertas buenas y seguras, pero precio elevado para mi gusto.	1
fundas para proteger el calzado. Son unas fundas para proteger el calzado de la lluvia. Son fáciles de poner y de quitar con un sistema de goma ajustable en la pernera.	0
Inigualable.. Deja el agua en perfecto estado y con una transparencia inigualable a otros productos y otras marcas.	1
Buen bolso. Un poco pequeño, pero muy buenos acabados.	0
La bolsa del producto estaba vacía. He recibido un pedido con tres productos. Aunque es la primera vez que me sucede, uno de los productos no ha llegado ya que la bolsa que lo debía contener estaba vacía.	0
pesa muchisimo. La he devuelto por que pesa muchisimo. Las prendas de ahora tienden a ser muy ligeras para que sean comodas, y esta es un horror lo que pesa. Para abrigar no es necesario que pese.Mal	0
Correcto. Están bien. Parece de buena calidad, similar a la original. Envío rápido, satisfecho con el producto por ahora. Buen tacto.	1
Muy descontento. Despues de un mes de la devolucion aun no se nada , ni reloj ni dinero	0
Perfecto para entrenar. Hace tiempo que queria ponerme en forma para el verano pero lo fui posponiendo hasta ahora. Busque algo para poder hacer abdominales y al final di con esta cintas que estan bastante bien. Con ellas puedo entrenar mientras estoy sentado, poniendolas en las piernas y haciendo fuerza hacia fuera.	1
Regular. Está bien pero se despegó rápidamente	0
Hace rozaduras. Te corrije la postura en el momento que te lo pones , lo malo es que las cintas de nylon hacen rozaduras en las axilas. Lo he utilizado para hacer deporte , tanto debajo como encima de la camiseta, y me lo tuve que quitar del daño que me hacía .	0
Diferente a la foto. El producto no está mal, solo que el blanco y azul que compre en la foto venía con una ralla marrón y la que me ha venido es azul, no las devuelvo por que no tengo tiempo de esperar ptras	0
Bien para el precio que tiene.. Esta bien aunque el tejido es fino. No es una prenda para el frío. En el color amarillo se transparenta la chaqueta.	0
No son universales. Tenemos una diana muy normal al igual que los dardos y no se pueden colocar. La rosca y el tamaño no son universales, una compra para la basura.	0
PRACTICO. LA FOTO DA UN TONO DE OSCURIDAD MAS DEL QUE ES EN REALIDAD	1
Buena compra. No conozco otros martillos, pero este funciona bien y es solido con buen agarre en la mano. Lo volvería a comprar.	1
baratos. Es un patinete eléctrico que cumple pero su fabricación deja que desear, con un niño de menos de 50 kg se soltó una soldadura inferior que hubo que reparar. Algo ruidoso	0
Gema aguilar. No me llega Mucho me dicen fechas y aquí no llega absolutamente nada Ahora a esperar a qué me vuelvan a decir una fecha	0
pico-pala. con el precio muy ajustado, buena relación calidad precio, cómoda de transportar y de poco volumen y peso, perfecta para excursiones	1
No es lo que esperaba. Es la primera vez que compro los perforados (feel), siempre he usado los lisos (confort), y aconsejo los lisos sin ninguna duda, los perforados tienen menos durabilidad y menos agarre	0
Hable antes de tiempo. Llevo ya tiempo con ella, la calidad de la correa no es nada buen, la hebilla se a roto a los tres meses no llega, la batería de lujo, ahora no se si se podrá comprar correas, por lo demás va bastante bien	0
No es recomendable para running. No es práctica para correr, con las vibraciones se mueve y se descentra. Además las fijaciones de las correas no van bien y se desenganchan cuando las tensas.	0
Cumplen su función. Compré un juego para barra de 28mm y tengo que decir que ajustan perfectamente. Se quitan y se ponen rápidamente por lo que añadir o quitar discos se hace de una manera rápida y sencilla. No le doy 5 estrellas porque me parece que para el material que es podría ser más barato.	1
Duro y poco útil. Las cerdas del peine están duras como el cemento, deberían ser más blandas, de esa manera los gatos, ni con catnip ni sin catnip, apenas se acercan como no sea para morderlo. Un gasto inútil	0
Están bien, pero son caras para la calidad. En otra tienda on line china encontré las mimas por 1/3 del precio. No están mal. Cumplen aunque no encajan 100% con el reloj.	0
Buena luz pero grande y pesada. Es buena luz lo que para mi gusto y para llevarla en bici de carretera demasiado grande y pesada. Las posiciones van bien	0
Barata pero mala. No se mueve bien el zoom. Poca ampliación del objetivo. Mal Ulla....	0
Perfec. Corta como una cuchilla perfecto	1
Buena luz. Buena calidad precio, la luz es potente, aunque no es para ver si no para que te vean. Las pilas de serie aguantan lo suyo, y los 3 modos de luz te dan versatilidad. Muy contento con la compra	1
bastante bien. nada que añadir, un cable	1
Correcta. Tal y como aparecía en la página. Envío correcto.	1
No recibido. Lamentablemente después de estar esperando la llegada del arcade, me comunican que "se ha perdido en el transporte", con lo que me quedo sin nada. No lo puedo valorar más bajo si no lo haría. Estoy bastante cabreado y decepcionado. No lo recomiendo.	0
Urbano ligero. Es de los más ligeros y tiene cierre rápido que funciona bien, aunque no lleva correo para transportar no amortiguación	0
No me han gustado. No me han gustado nada, pensaba q eran más acolchadas para el sudor y tal.	0
luz trasera. no funciona, no carga ni luce, y encima no se ajusta a lo que pone el fabricante en el propio paquete	0
El precio. No me ha gustado no se ajusta ha lo que se ve en el catálogo ya que hay se ve con puños elásticos y viene sin puños ya sólo lleva una goma elástica por lo demás está bien	0
Cámara caza. No es estanco al agua al 100% entra humedad	0
Aceptable. Mala conexión con el móvil, no consigo que funcione el control del sueño, pero por lo demás buena relación calidad precio	0
No encienden ningun led. Al poco tiempo ya no encienden las luces... Pero que es esto	0
Buen producto , y grandecita. Es como me esperaba algo más grande de lo que la quería pero muy buen producto	1
Bien de talla. Buena relación calidad precio	0
Buenisima. Realmente impresionante, llené la botella a las 11 de la mañana y a las 21 horas el agua que quedaba estaba igual de fría, me encanta !!!! No dudéis en comprarla y viene con accesorios de limpieza, funda con asa y dos tapones!!!!	1
Las tiras no valen. Las tiras no valen para nada es una faja normal y corriente...	0
no vale la pena. Ha llegado con uno de los tres bolsillos sin posibilidad de abrir la cremallera y al primer viaje que he hecho sin ponerle mucho peso se ha descosido varias partes de la mochila.	0
******No es dorada******. Aunque en la descripción pone "dorada" te la envían plateada	0
Timbre muy aceptable. Es muy discreto y realiza perfectamente su labor.	0
El artículo nunca llegó. Solicité el artículo en Noviembre del año pasado, pero nunca me llegó,al menos me han ingresado el importe del pedido.	0
Demasiado pesada. He comprado esta correa porque en las fotos parecía bonita pero no me gusta tanto y además me parece pesada	1
FUNCIONA. Funciona mata bacterias y virus . Hay que usarlo con precaución pero realmente funciona. El formato es cómodo y dura mucho	1
Base refrigeración sólida. Es una base sólida, la luz mejora su aspecto. El ruido no es lo que se anuncia es superior al de otros similares	0
Decepcionantes. Se ponen amarillenta con el uso	0
Muy buen acabado. La navaja es muy bonita y se ve con buena hoja y resistente. Era para un regalo y me ha llegado con más de 10 días de retraso por lo que no he podido darla	0
Le ha gustado mucho. A mi mujer le ha encantado. Se había echado a perder la original que venía con el producto y la verdad que le ha gustado muy mucho. Quizás el cierre podría ser de una mayor calidad, pero por lo demás, lo dicho.	1
Solo sube hasta un piñon de 42 dientes. cuando lo compré, la información no era suficientemente detallada, pensaba que me valdría para un piñon 50 o 46, no se que quiere decir long cage... No es así. 42 máximo (creo que ahora lo pone en la descripción de amazon, antes no) una putada.	0
Muy buena calidad por 42€. Me ha parecido bastante cómodo, lo único que al estar agachado o sentado, se te quedan enganchados abajo. Lo demás súper guay.	1
Buen producto aunque con algún defecto. Recibido a tiempo pero con uno de los velcros de la manga descosido. Me ha sorprendido mucho en un producto de ese tipo de características	0
Estoy en parte conforme.... ... con las bandas elásticas de tejido, por su mayor resistencia, si las comparo con las de látex; pero me decepciona que se deslicen con los movimientos cuando las uso con ropa deportiva ajustada. Las de látex en cambio se mantienen mejor en la zona de colocación y permiten un mayor arco de movimiento, aunque como digo su tiempo de vida es considerablemente menor.	1
Soldador. Cuando lleva un tiempo encendido rosca del mango se recalienta y dobla	0
jersey. el jersey est bien, es más fino de lo que parece, es para entretiempo, no para invierno. normalmente uso una talla L o en algunas marcas una M , en opiniones leí que es un jersey grande así que opte por comprar una M. Aún así me va un poco grande	1
Todo bien menos la fecha de entrega. El producto tenia que ser entregado el sabado 5 de Mayo y me llego el martes 8 de Mayo.Por lo demas todo correcto	0
Candado bici. Esta bastante bien para el precio que tiene	1
Es como sale en el anuncio. Cuando no hay aire no es fácil de inflar, pero una vez inflada es muy cómoda.	0
ESTAFA. Es una estafa, llevó casi un mes esperando a que llegue el paquete y no llega, el comprador no da señales de vida y Amazon a dia de hoy aun no ha tomado medidas. Espero que Amazon tome medidas pronto porque me parece que una vergüenza que Amazon tenga vendedores de esta clase de estafa. Tengo algunos amigos que también compraron y estan en la misma situación.	0
Fatal! No da valores reales. Funciona fatal! Los valores de frecuencia cardíaca van fluctuando en valores muy diferentes. Comparado con pulsometro da valores irreales	0
Su calidad. Que no me ha gustado, pues el largo, esperaba que tuviera más metros. Si es cierto que la calidad es buena.	0
muy malo. deficil de usar y la app muy complicada	0
Primeras sensaciones buenas. La tabla está bastante bien para ser económica. Ha llegado todo bien empaquetado y correcto, excepto la bomba que no le funciona el medidor de presión. Espero que me solucionen el problema. Por el resto encantada.	0
Buena calidad precio. Se usó para hacer una travesía de montaña	1
TODO BIEN. ES JUSTO LO QUE SE PIDE, UNAS LUCES DE RUEDAS DE BICI, NO ALUMBRAN MUCHO PERO ESTAN BIEN	1
Está muy bien. Bueno para seguridad, como alarma	1
Poco agarre del aparato. El acabado del producto es bueno. Viene incluso en el blister una llave allen para ajustar el soporte al manillar. Sin embargo el agarre del soporte sobre el GPS no es suficientemente fiable, no ofrece seguridad para sujetar firmemente el GPS en bicicletas MTB/BTT en las que los manillares sufren fuertes vibraciones, existiendo un riesgo alto de pérdida del aparato.	0
No se recibe el producto. No m ha llegado a casa	0
Jesús Luque Gil. Me ha llegado muy rápido y todo en orden. No es para un profesional, pero es válido para iniciarse para abrir relojes, cambiar pilas de reloj, cambiar correas, etc. va muy bien. Un pack cómodo de transportar. Perfectamente organizado en su funda y que ocupa muy poco espacio. Un buen precio y razonable en su contenido.	1
Basico. Relación calidad precio	0
El puerto USB deja de funcionar a los 3 meses. Tras tenerlo instalado desde principios de año, la toma de USB me ha dejado de funcionar mientras que el encendedor de mechero funciona cuando quiere. Sospecho que la humedad ha entrado dentro y no hace buen contacto. En fin, que NO ES IMPERMEABLE como anuncian. No lo recomiendo en absoluto.	0
Mala calidad. Después de dos usos se ha roto la separación interior. Muy mala calidad. Esperaba algo más de ella. No aguanta nada, sin echarle peso	0
Cumple justo. venia con deficiencias de cosido, unas de las correas venia cosido a una costura, pero como la necesitaba la he reparado yo.	0
Mal. Nunca m llegó,pero me reembolsaron todo	0
Excelentes tapones pero con mis orejas no van bien. Excelente calidad de tapones, pero no se adaptan bien a mis orejas y me entra agua; una pena la verdad.	0
NO FUNCIONA. La compré por las opiniones o recomendaciones de los usuarios y después de haberla recibida NO FUNCIONA, es más la he cargado y he intentado probar hasta en dos ocasiones y NADA. Ahora mismo estoy a la espera de que la empresa atienda mi reclamación, iré contando haber como atienden las RECLAMACIONES. Un saludo	0
BUENA CALIDAD PRECIO. Tiene mucha capacidad, buen grosor para mantener el frío, cómoda y funcional. La uso para ir a trabajar y llevar todos los tuppers ( que no son pocos ) y parece que aguanta muy bien la temperatura todo el día sin poner placas de hielo.	1
Se ha rasgado en mes y medio. Me ha durado apenas mes y medio, con muy pocos usos. La calidad parece buena, pero en mi caso no ha sido resistente.	0
Luis. La batería no dura mucho y hace q te avise en los indicadores pero La Luz es francamente buena y en la oscuridad se ve genial	1
Podria mejorar. Buena linterna, pero el interruptor es un poco incómodo y hay veces que falla podría mejorar un poco su funcionamiento	0
Ojo con el sillín. Casi todo bien, pero el sillin no hay forma de que se fije, por más que aprietes es imposible, se cae para atrás o hacia delante dependiendo como te sientes, iré a un taller de bicis a que lo arreglen, al final me saldrá caro esta compra	0
Cómodo. Muy cómodo, ocupa poco espacio y si se pliega bien vuelve a entrar en la funda de transporte, para llenarlo de aire lo mejor es que haya algo de viento y correr en contra de él, después solo hay que enrollar la entrada de aire y cerrarlo. Es de material resistente y aguanta bien a un par de personas.	1
Shimano xt defectuoso. Todo ok original pero no funciona bien	0
Perfecto para emergencias. Llevo tiempo queriendo comprar un botiquín para el coche pero es de esas cosas que o te decides o las vas dejando. Estuve entre varios y este me gustó por la variedad de cosas que lleva, un total de 121 artículos, algunos iguales, perfectos para cualquier emergencia que puedas tener en la carretera, espero no tener que usarlo nunca... Trae de todo lo que puedas imaginar, vendas, gasas, tiritas, tijeras, esparadrapo, pinzas e incluso una manta térmica de color plata. Es muy completo y ocupa poco, lleva tres compartimentos abatibles donde hay más cosas por delante y por detrás de estos, no me lo esperaba tan completo y manejable. Lo recomiendo totalmente.	1
J. El bolso es bonito y el material también aunque no lo imaginaba tan tan pequeño	0
Insatisfactorio. No me ha servido, el adeshivo no pega bien y queda desajustado. Tuve que quitarlo el primer día. Totalmente insatisfactorio.	0
Fit. Encantado, cuenta pasos, pulsaciones, km etc.	1
funciona pero nada más. No me gusta mucho porque tienes que poner el teléfono en un bolsillo adentro de la parte con la cremallera de la riñonera para verlo de afuera.	0
muy practico. LLegó justo el dia previsto, muy eficaz, es de muy buena calidad, y me ha permitido como esta precortado, es una nueva cualidad que he añadido y me facilita mucho el trabajo, y puedo aplicarlo perfectamente y muy facilmente	1
Yari. La Bicicleta es muy bonita viene igual que en la foto color Rosa Muy Vivo	1
Buenos repuestos. Buena pulsera. La negra me gusta más que la gris. Se encajan fácil en la fitbit charge 2 y quedan bien sujetas. LAs medidas son las adecuadas	1
Producto practico. Esta es la primera vez que compro estos dispositivos. El hecho es que supera mis expectativas, es muy cómodo y fácil de usar, y tiene una variedad de fortalezas para adaptarse a su entrenamiento. Viene con diferentes accesorios para sujetar la cinta y pegarlos a tu cuerpo. Estoy muy satisfecho con la compra, recomiendo este producto.	1
Ocupa poco espacio.. Es buen producto pero me llego solo con una manija y la pedi de dos	0
No lo recomiendo. Vino con la ausencia de la pieza conductora de la petaca de las pilas. Se descosió la costura de la cremallera a los tres - cuatro usos. Artículo devuelto	0
Un buen producto y un buen precio. Las compré para mi hijo que juega al baloncesto 11 años un metro 60 le han dicho que no puede llevar lentillas y le compré las gafas y en una óptica le cambié los cristales genial muy resistente le quedan bien y aguanta todo tipo de golpes balonazos etcétera no le pongo 5 estrellas porque cuando se suda mucho como la gafa es de baloncesto iba pegada a la cara pues de vez en cuando tiene ligeras molestias pero vamos jugar tres partidos en un día y muy bien las volvería a comprar	1
Buena calidad. De momento la sensación es de buena calidad, aunque para las muñecas más gruesas, cómo las mías, el tamaño es más bien justo.	1
Muy ancho. Velcro pequeño y muy ancho	0
myt grande para la bici. el equipo está muy bien, pero es demasiado grande para una bici.	0
decepcion. La verdad es que despues de leer tan buenas criticas me he decepcionado un poco, porque los cubiertos son malos, apenas cogen, y despues de dos semans de uso se me ha descosido, porque como no cogen bien, acaban rompiendo la funda. No lo volveria a comprar.	0
Bufff pa q lo habre conprado!. Imposible ponerlo en hora...No es fácil de manejar, además, no me dicen como hacerlo y me e visto tutoriales en Internet, pero ninguno como este!	0
Para niños pequeños. Demadiado cortas de mango	0
Pessimo. Calidad pessima. Caro para lo q son un trozo de tela con protecciones (di se pueden llamar asi) trozo de tela con pegotes	0
Las manillas me han resultado malas. Las manillas me han resultado malas desde el día uno, desde el mismo día que las estrené. Los cuernos se pueden rotar en distintas posiciones pero a poco que uno se apoye en ellos, al colocarse de pie sobre la bicicleta por ejemplo, ya se mueven, resultando incómodos, y además se me desmontaron el primer día y ya no fui capaz a colocarlos de manera que quedaran ajustados. Además las manillas en sí resbalaban sobre el manillar, moviéndose adelante y atrás. Al final tuve que cambiarlas de inmediato. No las recomiendo para nada.	0
Grande. El reloj es para mi gusto demasiado grande pero si lo quitas queda bien de pulsera.	0
Bueno. Al parecer deberia incluir una pieza adicional segun la fotos y solo recibi la bomba.	0
Nunca llegó. Sigo preguntándome el motivo.. Nunca llegó. Sigo preguntándome el motivo. Para ¨Colmo¨ han tardado más de 30 Días en hacerme el reembolso de esta ridícula cantidad de Dinero a mi Tarjeta de Crédito. Alucinante !!!	0
Llegó con una de la agujas sueltas.. No se puede esperar mucho con lo que ha costado, pero al menos que llegue bien.	0
Malo. Rd una mierda el pulsometro no funciona de. Ninguna forma. No lo compreis es una mierda.	0
dan calor. No son de muy buena calidad, el genero tiene mucho que desear La talla que dice de 39 a 42 yo uso 42-43 y me quedan grandes Pierden mucho hilos y pelusas; se quedan los pies negros de pelusillas y aun lavándolos varias veces	0
Saca de un apuro pero deja muchísimo que desear. Te mueres de calor dentro de ella. Olvídate de dormir muy bien. Me imagino que para el frío será una nevera.	0
Llego a tiempo y en la fecha q indicaron. Puntual entrega era para un regalo a mi hijo	0
Defectuosa. Las gafas las compré el 8 de julio y se ha despegado una patilla	0
Mala calidad. Mala calidad del producto.	0
Buena compra. Fantástica relación calidad precio. Merece la pena. El tallaje es muy parecido a las nike pro.	1
Estrella. Es lo que esperaba y es mucho mas facil de montar de lo que parece. En el interior se puede unificar los dormitorios.	1
Aún en prueba. Lo he probado hoy y no estoy del todo contento, al principio sólo marcaba la cadencia y al final no sólo ha marcado mal sino que además ha hecho que marque mal el pulsometro. Tarta mucho en conectar	0
Fatal. Nunca me llegaron pero me devolvieron el dinero pero mi hijo se quedó con las ganas de tenerlo pero bueno	0
Que sirve como saco de dormir. Lo bueno que es amplio y lo malo es que es fino o deberia decir delgado.	0
Ajustables a cualquier tipo de muñeca. Se pueden ajustar perfectamente a la muñecas. Noto una mejoría a la hora de hacer ejercicio con grandes pesos. Estoy muy contento	1
Espacio!. Increible mochila llena espacios para organizar, ligera, versatil, comoda y barata. La quiero para sustituir el trolley en los viajes y sustitur el peso y el espacio de ruedas y barras por equipaje y con esta lo consigo, además puedes ajustar bien el volumen con las cintas para que quede todo bien apretado y sujeto.	1
Una pena que viniese dañado. Relación calidad precio no es mal producto pero una de las piezas venia defectuosa	0
Ruedas de buena calidad. Las ruedas las recibí muy rápidamente. Y después de haber medico y seguido las referencias que se daban es sus especificaciones, no me sirvieron ya que la forma era un poco diferentes, a pesar que eran prácticamente iguales. Al no coincidir las tuve que devolver pero me parecían geniales por su calidad-precio.	1
RIÑONERA CREMALLERA DEFECTUOSA. La cremallera se me ha quitado al segundo día de uso. No estoy muy contento	0
Diseño bonito. Corrijo, en el primer uso se rompió una varilla. ----------------- Todavía no lo he usado mucho, pero se ve fuerte. El color de la tela azul es tal como viene en la foto. El mango de madera es muy elegante. Echo en falta un asa para poder colgarlo o llevarlo en la muñeca.	0
Correa pequeña. Es una Correa pequeña para el hoverboard.	0
Pulseras reloj. Buena relación calidad-precio.	0
no la he recibido. me piden valorar el producto sin tenerlo.......¿?, MRW no lo ha entregado aun ni tengo ningún aviso de ellos, por mucho que digan que han pasado.	0
Muy bueno. Perdí el que tenia y probé con este a ver que tal, y la verdad es que me encanta! Es de una tela que no molesta ni se te clava, tengo un iphone y entra perfectamente y ademas no se mueve practicamente nada cuando haces deporte. Estoy pensando en comprar otra para mi madre, la recomiendo!	1
Pequeña, ligera y de calidad. En las ocasiones que la he utilizado cumple con su cometido. Se fija muy bien junto al portabidones.	1
Buen podometro. Facil de leer pero no para una persona mayor, ya que esta en ingles. El productor en si es optimo	1
Recibido en malas condiciones. La botella llegó con arañazos y golpes. Daba la impresión de que había sido utilizado con anterioridad, ya que estaba pringosa al tacto.	0
Compra nefasta. Es lo peor que he comprado en internet. La esfera viene totalmente rayada, se han pasado en 20 días el plazo de entrega. Casi no se ven los números. Solicitada la devolución del importe. Vergonzoso.	0
Reloj. No m ha gustado mucho tienes q tener ubicacion activada y aun no veo wasap.La correa muy floja mala calidad.	0
Me ha sorprendido la luz que da. Pues eso, la luz trasera es una luz normal pero la delantera me ha encantado, da mucha luz y funciona muy bien el sensor de luminosidad. Aconsejo eu compra.	1
Perfectas. Genial. Buena transaccion. Muy facil de colocar. Parece de buena calidad. La de color marron es muy bonita	1
Es tal como aparece en la web. El producto es tal y como aparece en la web. Entrega perfecta cumpliendo la fecha estimada y sin ningún contratiempo.	0
Perfecto. Genial. Justo lo que andaba buscando	1
Fatal. Muy mal producto. Viene incompleto y No se pueden quitar los eslabones	0
Difícil de poner. Lo devolví porque es muy complicado ponerle la correa, en comparación con la original; el bastón es más corto o no sé qué le pasa. Conseguí ponersela, pero no voy a estar media hora siempre q quiera cambiarle la correa. Por lo demás, el color, la textura y todo es muy chula y combina guay con el reloj que es melocotón.	0
Mejor de lo que esperaba. Increíble el ajuste de estos pedales. Ojalá los hubiera comprado antes.	1
desencantado!!. la mochila esta bien,pero no duro mucho ,hoy mismo se empezo a descoser x la cremallera principal,una pena ya que es muy bonita pero me duro 4 meses,sin jugar mucho ,voy a solicitar una devolucion por mala calidad del producto,un saludo	0
Correcto kit. Viene con todo lo necesario, ahora bien, para rueda de 29 los flancos los deja justos y es un infierno talonar los neumáticos. Quitando eso se acabaron los pinchazos	1
Está bien. Está bien, pero lo que más me ha gustado es que cuando yo lo compré me indicaron ustedes que me llegaría el Sábado y como ese día no trabajo y estoy en casa decidí comprarlo y efectivamente me llegó el Sábado lo cual agradezco enormemente.	0
Va bien para lo que cuesta. Hace su función, pero cuando el calor aprieta se le va la pinza y no acierta nada. Me marca unos 320 metros en distancias que no superan los 80	0
Facil de cambiar y buen ajuste.. Todo tal cual se ve. Facil para cambiar en el reloj sin ser muy manitas.lo unico que pondria de pero seria el precio. Por lo demas perfecto.	1
Mala. Se sale la mi band 3, es dificil de amoldar el tamaño al de tu pulsera y el cierre aveces de abre. No la recomiendo.	0
Se desarma. Se desarma en cada golpe	0
Se oxida. Buena apariencia, pero se oxida con el tiempo	0
Comba. No está mal, aunque algo cara para lo que ofrece	1
cumple su cometido pero.... Los dos componentes cumplen su función, lo malo es que a la hora de medirte, se ve en pulgadas y tienes que darle la vuelta a la cinta de mala manera para poder verlo en cm o tener que usar un convertidor	0
Exactamente como en las fotos. Me ha tardado muy poco en llegar y son exactos al anuncio publicado. Los he comprado para ponerlo en una pared de la terraza al lado de la barbacoa y la mesa , ahora toca estrenarlo y haber qué tal .	1
Buena compra. Las gafas son perfectas para el aire libre y lo dice alguien que tiene sensibilidad a la luz solar por lo que me molesta bastante en los ojos y con estas gafas voy genial .Llegaron antes de lo previsto se ajustan bien a la cara no se caen por lo que las recomiendo y que volvere a comprar seguro.	1
No está mal. Bueno los tornillos no son muy buenos pero no está mal en relación calidad precio	0
Cumple expectativas. Soy novato en CrossFit, pro me ayudó a progresar con los dobles	1
Victima de una mala devolucion. No la he podido probar, me llegó la caja con signos de haber sido abierta, el plastico donde viene recogida abierto y le faltaba el eslabon rápido para poder ponerla, un desastre. Por lo menos no venia usada.	0
Completamente inútil. Es muy pequeño, no se puede abrochar con lo que no sirve para nada	0
Pésima calidad. Los materiales son de mala calidad. La pantalla una broma de mal gusto. La calidad de sonido infumable. Un error en la compra. Lo barato sale caro.	0
Ajuste decente pero poca durabilidad. La Miband 2 ajusta bien pero se desgasta enseguida la correa. La Miband 2 está pensada para no quitártela y ésta correa no soporta ese uso.	0
Cumplen su función. Muy bonitos y encajan bien ,el único pero es que no vienen con los pasadores (cosa que si viene si los compras de uno en uno)	0
Comodos. Cómodo , no es fácil de poner por la goma Pero con un poco de agua o vaselina entran bien El tacto no es el q esperaba	0
Senzillas però efectivas. Buena frenada y sin ruidos molestos . Podrian pesar menos y la relación precio producto sería muy buena. Fàcil de montar	0
Diseño y funcionalidades a un precio competitivo. Diseño, funcionalidades y uso táctil. Simplemente fantástico. Diseño y funcionalidades a un precio competitivo Si comparamos con las versiones Fenix.	1
Muy muy buena. Pues me hecho el camino de Santiago entero (30 días) con esta mochila. Tamaño medio, cabe de todo. Muy cómoda para llevar, tiene refuerzo en la espalda. Tiene muchas correas ajustables, parte superior inferior, cadera. Y los laterales para llevar esterilla o saco. Tiene un acceso inferior para meter cosas de gran utilidad, por si hay que buscar algo que te quedó en el fondo. Muy resistente, cremalleras muy buenas. Simplemente una compra genial. Recomendable 100%	1
Timo. Ponia “Entregado” pero no lo recibí nunca	0
Un pulsómetro con todo lo necesario por un buen precio. No me gusta comprar dispositivos tecnológicos, del tipo que sean, que tengan más funciones de las que considero necesarias. Sólo puede significar mayor probabilidad de estropearse y un precio más alto. Este aparato mide el pulso, el tiempo de entrenamiento y hace una estimación de las calorías quemadas en función de datos introducidos por el usuario (sexo, edad, peso...). Fácil de entender y fácil de usar. Me gusta.	1
Espejo genial que aumenta la seguridad.. Espejo genial. No saldré a la carretera nunca sin el. No se mueve y no bibra al ir por la carretera	1
Producto cómodo y bueno. Cumple con lo descrito y la relación calidad precio también está muy bien.	1
Servicio de Amazon pésimo. El sillin es confortable, pero llego con signos de haberse instalado anteriormente en otra bici, concretamente, pintura arañada, piezas mal montadas y tuercas arañadas de haberlas manipulado con llave. Amazon debería revisar las devoluciones de material antes de ponerlas otra vez en venta, devolveré todo lo que reciba que no este precintado de fabrica.	0
las he visto mejores. compre 2 unidades la una dejo de funcionas despues de 3 meses y a otra despues de un año	0
Buen precio, calidad justita. Están bien dado que son baratos, pero no tienen la calidad de otras marcas y eso se nota ya en el tacto. Los uso de vez en cuando.	0
Funcionan perfectamente. Son geniales, las compré pero no sabía si me iban a funcionar ya que mi pulsera es de la marca willful, y la verdad que se adaptan perfectamente	1
Recomendable. Calidad - precio adecuado.	1
