text	validation
Buen precio. Es bastante mas oscura q en la pagina, por lo demás bien	0
Ni fu ni fa. Podria tener un precio algo inferior para la calidad que tiene. En el primer uso se pone de un color marron negruzco y para abrirlo y plegarlo es algo engorroso hasta que le coges el truco. Lo bueno es que ocupa poco y no pesa.	0
Brilla mas de lo que pensaba y es de muy buena calidad.. Muy a gusto me he quedado con el, la verdad que por el precio esta muy bien, se nota que es de material de buena calidad y bien acabado. El brillo es mas de lo que pensaba tambien.	1
Cumple. Cumple su función. De las tres veces que lo hemos usado la tercera se desinfló un poco en mitad de la noche pero por el precio que tiene cumple perfectamente.	1
Chulas, pero el cristal será bueno???. Están bien. Desconozco el material, y no sé si el cristal es bueno o no. Pero bien de tamaño, chulas.	1
Regalo de cumpleaños. Fue un regalo para mi novio y está súper contento con él lo único que esperaba que la batería durase un poco más,por lo demás por ahora muy bien	1
super util. lo recomiendo muchisimo , es facil de montar y ademas aguanta muchisimo	1
Mal en tiempo de recepción. Ha llegado en fecha distinta a la que decia. Decia la oferta: llega mañana y ha tardado un dia más. Era un regalo y que un regalo llegue tarde es una faena y pierde parte de su gracia Además, ha llegado con una caja de lo más aparatosa.	0
DECEPCION DE UN BONITO EQUIPO. Después de haber estado esperando por un reloj que entra por lo ojos, por su buena presencia no me puedo creer que esten ofreciendo un equipo tan pobre con el precio TOP que tiene. Es muy bonito y se acopla muy bien, comodo y no pesa nada. Me gusta que sea tan ligero para entrenar o competir. Pero es inaceptable cuando entras en la interfaz y ves un dispositivo pobre sin iluminación y sin nada de personalidad. Llega sin un manual de instrucciones para poder trabajar con el de una manera manual y en la web dice mas bien poco de como le puedes sacar un buen partido a sus prestaciones. Yo soy un usuario sin experiencia en este tipo de dispositivos de POLAR y me parece que deberían considerar un publico con estas necesidades, pero claro todo es puro marketing. No se sabe como poner o quitar vibraciones para cambio de actividad, así como donde esta la función de potencia tan famosa. Hay en el mercado smartwatch baratos que en imagen de iluminación le dan mil vueltas y las funciones que tiene el reloj son mas especificas y la luz es mas estable, no hay nada de ajustes para trabajar con el dispositivo. Sinceramente POLAR debería de tomarse muy en serio este producto que lanzó al mercado con estas características. Soy un fiel a POLAR y nunca había gastado tanto en un reloj. Con este producto me dejó sin palabras por haber podido cometer un grave error al comprar algo que no vale la pena.	0
No lo disfrute.. No llegué a disfrutarlo porque nunca me llegó... Después de 7 días de retraso me dicen que el producto se ha perdido.	0
se suelta. La correa en sí está bien acabada y queda bien ajustada con el resto del cuerpo.El problema viene que ante cualquier fuerza que se haga en la pulsera con la muñeca se suelta.Una pena	0
Curiosas y funcionales. Buenos y baratos, tienen como una pequeña esponjita en medio que le da un relieve que va bien para agarrar, a mí me Sudán mucho las manos y me van bien, pero hay que acostumbrarse, me gustan	1
Buena calidad.. Buena calidad, al ser metálica los sabores se mantienen sin alteraciones.	1
producto regular. Lo compre para la epoca de primavera-verano. El tejido no es muy comodo. la proteccion de los nudillos es enorme y fea. el tacto con el puño de la moto es raro. Por el precio no esta mal pero no lo volveria a comprar. Veremos lo que dura.	0
Se resbalan. Tengo el cabello fino y se me resbala, por lo que ya no las uso. Por su precio no puedes pedir mucho más.	0
Cumple. Un poco enclenque pero hace su función.	0
perfecto.. Lo compré para mi hija ya que el que tenía ya le venía pequeño y encontré esta oferta, bastante bíen todo y como cualquiera que te puedas comprar en el mercado pero más barato.	1
Buena pero con fallos. La esterilla es de buena calidad. La toalla es bastante màs pequeña que la esterilla con lo cual no encaja,solo se puede meter de un lado. La bolsa es para la esterilla porque la toalla no cabe.	1
Falta de formalidad !!!!. FATAL !!! He pedido negro me mandaron rosa pido la talla más grande y recibo talla pequeñita tras intentar hacer devolución me dijeron que me mandarían talla grande y en negro , y a día de hoy sigo sin respuesta....	0
No es de titanio. Hace su función igual que el de titanio (tengo otro) pero es de acero.	0
NO es isotermo. Buen bidón, mucha capacidad y buena calidad, pero eso de que es isotermo no es cierto, aguanta igual que cualquier otro, si esto último no te importa, perfecto.	0
Segun lo esperado. Me gusta bastante porque es muy comodo a la muñeca y aunque el cierre no parece muy seguro en realidad si que es seguro no se abre con facilidad.	0
al sacarlo de la bolsa ya perdio imanes. no me creo las opiniones favorables, pues de pésima calidad, son plantillas baratas con unos imanes pegados con pegamento, los cuales no aguantaran ni un solo dia	0
Reutilización. Hay que hervirlos???? Ayer los metimos en agua hervida (que no hirviendo) y aunque al principio parecía que se estaban licuando, enseguida se volvieron duros como piedras. Gracias por confirmar	0
NO LO COMPREN. El producto me vino con la bolsa azul ya rota, la máscara estaba rota y sucia. Las costuras de uno de los lados es completamente diferente a las fotos y no queda como prometen. La tela en sí no está tan mal, te permite respirar, pero dudo que funcione para le polvo (no me atrevo a usarla). Totalmente decepcionado, por el mismo precio en Wish conseguí una muchisimo mejor. Espero un reembolso.	0
Dejadez total por parte del vendedor. Después de estar más de un mes esperando el artículo y de haber hecho más de 3 o 4 consultas al vendedor si obtener respuesta alguna, no me ha quedado otra que reclamar el dinero. No le recomendaría en absoluto	0
A++. Todo en perfecto estado y acorde a descripción	1
Talla diferente. Muy buena calidad esta es la secunda que compró,misma talla de la negra pero esta viene mas grande. gracias	1
Desastre. Yo no he autorizado dejar el paquete a un vecino. Le habéis dejado el paquete a un okupa. Y ahora me he quedado sin pedido	0
Poca potencia. Poca potencia. El sistema es bueno pero poca potencia. No me vale.	0
Buen sillín. Una pasada súper cómodo	1
Es junior no unisex Adulto. El gorro está bien si tienes la cabeza del tamaño de un niño. No es Unisex Adulto como pone en el descripción.	0
Es un si, pero no. El reloj en si está bien, aunque no es real la medición de los kilometros andados y el gasto de calorías	0
Gran vendedor. Estaba muy contento con la luz pero en la primera recarga se estropeó. Me puse en contacto con el vendedor y me envío un código para comprar uno nuevo pero no se porque no podía usarlo, quizás yo hacía algo mal. Se lo comente al vendedor y me devolvió el dinero. Si os sale bueno la luz está fenomenal y si teneis problemas ya sabeis que el vendedor es de confianza. Saludos.	1
Grandes. Resultaron de una talla demasiado grande, pero abrigan y son baratos	0
Correa corta. No dicen el tamaño y es menor al original, muy justo.	0
Ok. Lo he usado dos veces y parece que lubrica muy bien, muy facil de aplicar ya que no sale mucho pero si lo suficiente.	1
Agua fría estés donde estés. Genial. Solo la usé con agua fría pero la mantiene genial.	1
Tan válidas como las más caras .. Muy cómodas aunque pueden parecer inestables cumplen su propósito excelentemente.	1
No me ha llegado la botella y la pedí hace casi un mes. No me ha llegado nada	0
Buen producto. Buen producto, cumple perfectamente la función para la que está diseñada. Bastante cómodo y fácil de poner y quitar. Correcto.	1
Pero lo pude solucionar sin cambiarlo. Me gustó pero vino con un desperfecto.	0
EL PRIMER DIA QUE LO PRUEBO Y ME TOCO DORMIR EN EL SUELO,YA QUE PERDIO EL AIRE. PARECE MUY BUEN MATERIAL , PERO LA PRIMERA NE QUE LO PRUEBO SE SALE AIRE A MEDIA NOCHE Y ME TOCO DORMIR EN EL HUMEDO SUELO MUY PERO MUY MAL	0
Se rayan pronto. Las gafas están muy bien, son cómodas, pero cuando las tienes unos cuantos meses, los cristales pierden el tintado y se van como rayando, como con manchas, me ha pasado en 2 que compré.	0
Perfecto. Es muy cómodo uso para verano	1
Genial. Fue para un regalo y está encantado, buena relación calidad precio	1
Buena relación calidad precio.. Es cómoda, impermeable y funcional. Cuenta con un asa y con un compartimento para llevar una libreta. Cumple su cometido	0
Muy duras. Compré las verdes en función de mi peso 85kg y son muy duras. Apenas tienen elasticidad y cortas para atarlas a la barra y ayudar en las dominadas.	0
Se ajusta perfectamente.. Se ajusta perfectamente al cuerpo, tal y como aparece en la foto. Es comodo y jo se nota que lo llevas.	1
El color muy bonito encaja perfectamente. Encaja perfectamente con la pulsera de actividad ,vino mucho más rápido que la fecha estimada	1
Contacto fabricante. Como ponerse en contacto con el fabricante	0
Buen reloj. Lo malo es que no se puede sincronizar a la app del móvil. Da error siempre siempre. Y desde hace un año q no lo solucionan	1
Bonito, pero bastante regular. Despues de un mes lo devuelvo....la funcion de aviso de whasapp y llamada funciona mal, por ejemplo cuando he cogido la llamada es cuando el reloj se pone a vibrar, y los whasapp tambien entran todos de golpe y no en tiempo real. Como pulsera de actividad no esta mal, pero si lo quieres para correr, se queda bastantr corto...sin contar que muchas veces el pulsometro pierde señal. Como reloj para chica es muy bonito, pesa poco...lo compre porque queria algo mas ponible dia a dia....pero vuelvo al Polar M400.	0
Una gorra mediocre. No esperes mucho, es muy basica solo tiene el logo	0
Comprarlo. Cumple con lo que dicen	1
Es caro para la cantidad que trae.. Trae poca cantidad para cubrir un impermeable grande. Sale más barato comprarte un impermeable nuevo.	0
TALLA DEMASIADO GRANDE PARA MI. Me vienen grandes, elegí una XL porque tengo las manos grandes, pero me iría mejor una talla menos, el problema es que mi madre tiró la caja de embalaje, pero me gustaría cambiarlos por una talla menor.	0
Está bien pero no es muy completa.. Entre lo positivo decir que tiene un tamaño correcto, es intuitiva, fácil de usar, la batería dura muchísimo y la pantalla en interior tiene una iluminación buena. Entre lo negativo, decir que no tiene la opción natación entre otros muchos deportes y un fallo muy grande es que no suma calorias gastadas cuando haces varios deportes un mismo día. La iluminación de la pantalla en la calle es prácticamente nula. La aplicación con la que se usa es un poco mala. No repetiría.	0
cómoda y elegante, pero se ha deteriorado antes de lo esperado.. Ha sido mi pulsera de uso diario desde que llegó (menos para usos "acuáticos" que uso otra de goma). Es elegante, cómoda y el sistema de anclaje por imán es muy bueno (el imán es tan potente que se le "pegan" clips, chapitas, monedas en el uso diario). El mayor inconveniente que veo es que después de un mes de uso está perdiendo color por el roce.	0
Perfecto. El producto perfecto, adecuado a la explicación, este es de color MATE. El envío muy rápido, como siempre con Prime.	1
Originalidad y facilidad para desmontar eslabones y pasadores. Producto excepcional. Tanto en su calidad como correa de acero inoxidable como en los complementos que acompañan la caja para hacer súper cómoda su colocación y la reducción de los eslabones. El extractor de pasadores es lo nunca visto. Solo para inexpertos como yo, diré que la flecha indica que por ese orificio junto a la flechita se SACAN los pasadores con el destornillador suministrado. Genial!	1
Lo que buscaba. Ya tenía uno igual y repito	1
Tarde y malos. Parecían unos guantes de lana de esos que se compran en el chino, las fotos dejan mucho que desear, aparte de llegar con muchísimo retraso	0
Llevo 2 días esperando q lleguen y todavía el servicio de reparto no ha dado señales de vida. Lo q menos me gusta, o sea para nada es que no lo he recibido, espero un día más y doy orden de q me lo reembolsen	0
Frontal petzl.. El frontal alumbra un montón y pienso que esta marca siempre es una garantía de calidad. Mi única pega es que compré dos para regalar en la misma casa y uno venía en el estuche original y otro no. Seguramente procede de una devolución ,funciona , pero amazon debería de cuidar estos detalles. Comentar ,también, que desde servicio de atención al cliente me dieron varias soluciones.	1
Viene sin tornillos. El portabidon está bien... pero viene sin tornillos!!! Como es posible? Surrealista	0
Lo recomiendo. Esta muy bien que da perfecto	1
Está bastante bien. Es espaciosa y he llevado como 4kg de peso y bien, la veo resistente y ya van unos cuantos usos. Mas bien la veo útil para excursiones a la montaña, a la playa...	1
Decpcionante. Como pulseritas quedan chulas, al principio meten mucho tufo pero los mosquitos te pican igualmente. Mejor comprar un repelente en spray y listo.	0
Espero que funcione correctamente. Pues de momento se lo he puedto a las rueda de la bici pero todavia no se si funciona bien no he pinchado todavia	1
muy bien las 2. Pues eso, están muy bien, igual el amarillo es algo más claro que en la foto, pero el material es decente	1
Muy baja calidad. El primer día que usé el patinete la correa y uno de sus enganches se rompieron. Viendo la calidad de esas piezas decidí devolverlo. Las herramientas que vienen son también muy malas.	0
Servicio decepcionante. El problema es que ni siquiera lo llegue a recibir, después de contactar con unos y con otros que si se perdió ... te hacen devolución y listo, pero el tiempo que te hacen perder parece que no cuenta y tampoco la opción de mandarte otros...	0
Una escusa para hacer un poco de ejercicio.. Es una buena herramienta para entrenar en casa. Se pueden hacer múltiples ejercicios especialmente, trabajar espalda, brazo, y pecho	1
Hola. Al abrir la boquilla salta la bebida.	0
Está bien. En la segunda semana de uso se me rompio la te(es de plastico) que engancha los palos asi que ahora la uso para la piscina,Lo que es la red le doy un 9. Fácil de transportar gracias a que no pesa nada y tiene una buena bolsa. Se monta en nada.	0
lamentable. servicio prime mejor no pagarlo no sirve para nada.es mejor ir a la tienda acabas antes que pegarte todo el dia esperando que te traigan un paquete y al fi al quedarte sin	0
TALLA EQUIVOCADA. Pedi una talla grande XXXL y me han traido una XL y no me entra. La calidad es correcta pero pequeña. La regalare a alguien que se la pueda poner.	0
Muy mal. Se han roto a la segunda puesta. Es un tejido muy malo. La barato sale caro. Salen todos mal. No lo recomiendo	0
Cumple su funcion. El reloj al descargarse la mitad de la batería, se apaga como si la otra mitad no existiera. Es verdad que solo le pasó a uno de los dos q compramos y el vendedor dijo que enviaría uno nuevo en 20 y estoy esperándolo. El otro reloj tarda 8 días en descargarse	0
Fatal!!!!. Llevo esperando 10 días después de la fecha de llegada ( Se perdió).	0
Esta chula. Bueno, poco puedo decir: es una lona sin mas misterios. Esta chula, se nota de buena calidad y me cubre la bici perfectamente. Cuando la tenga 1 año o así ya contaré que tal aguanta ya que yo la tengo en el exterior. Por el momento esta muy bien.	1
justo lo que necesitaba. mantiene el agua fresca perfectamente durante bastante tiempo, no pesa y es muy higiénica.cumple con mis necesidades aunque no la he utilizado aún con líquido caliente	1
coleres. los coleres verde y amarillos muy bien y fieles a la foto. el rosa viene manchado de amarillo y bastante opaco	0
Mochila para marchas senderismo. Es ligera y recomendable para niños	0
Muy baja para almohada. Simple almohada, pero muy baja, eso sí la loneta parece muy resistente.	1
Calidad-precio genial. Buena calidad-precio. Las únicas pegas son que si le metes mucho peso haciendo musculación en algunos momentos notas la barra más de la cuenta en las manos y puede doler un poco. Las tiras que traen para poder quitarte los guantes se parten con facilidad, pero se le cortan y ya está. Tallan pequeños, mido 1.77 y tengo la mano más o menos normal y la XL me va algo justa.	0
Están muy bien. Cumplen con lo que había pedido y bien calidad precio	1
Simple y cara. Me parece una mochila súper simple no tiene forro interior y es carísima para lo que ofrece 20€ ya me parece mucho dinero para esa mochila,pero me la pidieron para un cumpleaños desde luego yo para mi no compraría eso ahí muchas mochilas en el mercado mejores y más económicas pero ya sabemos cómo funcionan las modas ...	0
La funda no es muy buena. Ahora hace un año que la tengo, la he utilizado varias veces en rutas y la brújula bien, resistente e indica bien la dirección. Pero la funda se me acaba de romper, se ha descosido, por la parte donde se ajusta al cinturón.	0
aceptable. no es un super guante pero al menos resuelve, y aunque el tactil no funciona muchas veces para el precio no esta nada mal,	1
Regular. Pues a los pocos meses ya estás totalmente descosidos y casi sin poder usarlos, con una frecuencia de unas 3 veces por semanas de pesas poco aguantan . Aunque de primeras bien al poco tiempo se van deteriorando muy rápidamente	0
Pala en estado no óptimo. Acabo de recibir la pala y al jugar suena como un sonajero, lleva varias fibras rotas. Descontento con la compra	0
contento a medias. Me gusta porque es comoda y es compacta y se guarda de manera que ocupa muy poco espacio y pesa poco pero por contra se desinfla y hay q volver a incharla despues de cada noche. Podria durar 3 noches al menos...	0
Tapón sin junta. Perfecto útil y manejable. Lo único q se le sale el agua por el tapón a falta d buscarle una junta para ver si así no se sale ninguna otra pega	0
Calidad mejorable. Lo mejor del gorro es que no deja que el pelo se moje, lo peor es que empezó a abrir por las costuras tras unos meses de uso, de ahí la puntuación	0
Talla. Talla demasiado grande yo uso una L compré una M y aún así es demasiado amplia	0
Chulos. Tejido bastante bueno, un pelín largos la talla L para un hombre de 1.80.	1
Regular. Es muy débil y se pliega muy mal..al ser de plástico.	0
El ajuste. El ajuste al reloj es perfecto, el material casi idéntico a la original, pero si tienes una muñeca pequeña la pulsera no se adapta totalmente como con la original, aunque no impide el buen funcionamiento del Fitbit.	0
Su diseño. Me gusta su diseño pero dejó de funcionar al segundo día	0
El funcionamiento que hace a mia hijos.. Huelen suficiente y bien, son bonitas y buenas.	1
Expectativas muy altas. Pensaba que podía ser utilizada como luz quita miedos para un niño, pero no ha sido posible. Tarda demasiado en cargar en cualquiera de las posibilidades que permite y no dura una noche completa a tope de carga.	0
falta potencia. los acabados de la luz y sujeccion son buenos pero la falta intensidad,rodando de dia le falta fuerza para que se vea desde lejos	0
Entrega rápida y fácil colocación. Cumple con las expectativas de compra	1
Talla mediana. Talla mediana para una altura media, si eres alto/a esta pelota no sirve	0
Calidad precio, envío rápido. Entrega rápida, tiene pinta de buen material por este precio	1
Demasiado grande para un niño de 8 años.. Las compré para mi hijo, pero eran demasiado grandes para un niño, así que las tuve que devolver.	0
magnifica mesa de ping pong. El producto llegó perfectamente embalado, el montaje no reviste mucha complejidad y la calidad de acabados y la consistencia de la mesa son muy buenas	1
Me vale!. Hay artículos en los que no merece la pena gastarse mucho. Este es uno de ellos. Espero que dure.	1
No funcionan. No funcionan ninguno de los tres	0
Un poco larga pero pasable. Un poco larga de manga y de cintura pero la compré a muy buen precio.	0
No muy cómoda. La bolsa no está mal pero las cuerdas es imposible llevarlas bien colocadas. Son demasiado largas con lo que siempre sobra un montón de cuerda. Para mi, no es muy cómoda de llevar.	0
Relación calidad precio. Me gusta el tacto que tiene , buen precio No encaja del todo bien Y la doblez , no queda muy justa como veis en las fotografías , as de apretarlo mucho para quitar la olgura de la doblez	0
calidad escasa. Al segundo dia estaban rotas las cinchas de unión	0
Buena compra. Cómoda al tacto, hace más de un mes que la tengo y de momento, muy bien	1
Mala calidad. Me la he puesto tres veces y ya se esta pelando	0
Ok. Bien para el precio que tiene	0
Que llegue ya por favor. Aún no he recibido el pedido. La dirección es correcta. Estoy a la espera	0
Muchila y guantes. Todo me gusto , estoy encantada con los artículos que compré .todo de una muy , pero muy buena calidad	1
Perfecto. Ligero y protege mejor que los clásicos, la visera se puede quitar o poner. Lo volvería a comprar sin duda.	1
Bien pero demasiado grande.. Bien pero demasiado grande... Es justo 3, 4 cm demasiado grande para poner entre mis piernas en el avion... :-(	1
No esperaba más. Calidad - precio va acorde al producto... No esperaba más de lo q me han mandado... Hacen su función... Aunq no creo q duren más de tres meses	0
No las volvería a comprar. El material es plástico bastante malo y la protección antivaho brilla por su ausencia, a los dos minutos de salir de casa ya estaban completamente empañadas, no las recomiendo.	0
Tiene una bolsillo que no se abre. Tiene un bolsillo que no puedo no abrir,, no sé si es que está mal, porque tiene la cremallera pero completamente cerrada, sin anilla para abrir y cerrar,, o que es así.,, así que imagino que la devolveré, no sé si a alguien más le ha pasado	0
Bien. No se puede perdir más.. No se puede pedir más. Están bien por el precio que es. No son muy buenos..., pero lo dicho...	0
Angels. Una decepción super delgado. Me esperaba más de esta marca. Lo devolví y aunque indicaba cuando hice el pedido gastos devolución gratis me los han cobrado . MUY ENFADADA	0
Caja con faltas de ortografía. La traducción de la caja es sospechosa al existir numerosas faltas de ortografía. Aparentemente la botella funciona bien y mantiene el frío de forma adecuada.	0
Calidad superior. La calidad de esta bici es impresionante. Mejor imposible. No se puede pedir mas. Los frenos por destacar algo son lo mejor.	1
Impone!. Seguridad muy alta pero el enganche a la bici de plástico malo y de difícil uso. El candado en si impone. Cómo no se use una radial no me explico como se puede cortar.	1
TIMO: En menos de 6 meses el reloj ha dejado de funcionar y me piden 95€ por repararlo. Muy práctico hasta que a final del pasado mes de noviembre dejó de funcionar. Se le acabó la batería una noche y al ponerlo a cargar no cargaba. Pantalla en gris. No hacía ni el intento. Lo he mandado al servicio técnico de TOMTOM y me piden 95 euros por repararlo. Ni siquiera me indican qué es lo que le pasa, se limitan a decir que el problema no está cubierto por la garantía y que si lo quiero devuelta y arreglado tengo que pagar 95 euros. Espero poder solucionarlo, con TOMTOM o con AMAZON porque no es normal que en menos de 6 meses se estropee un reloj sin haber tenido mal uso o sufrir un accidente y que encima me pidan ese dineral por repararlo.	0
Relación precio prestaciones, ok.. Bombilla un poco más pequeña que otras que puedes comprar sueltas al igual que la placa solar que sólo carga esta bombilla, no otras	0
Aceptable. Está muy bien para llevar en el bolso y te saca del apuro...es pequeño y está duro para abrirlo	0
esta muy bien. esta bien lo que se sueltan los tornillos	1
Reloj. El reloj es muy bonito y sus dos correas me parecen genial, es fácil de usar y práctico. No me gusta el monitor de sueño ya que no se ajusta en nada a la realidad.	0
No lo recomiendo.. Calidad baja, se oxidan muy rapido.	0
Llegó incompleto. Aparte de ser pequeño, ha llegado solamente la parte de arriba y metido en una bolsa de plástico que parecía del mercadillo. Lo he devuelto. Muy mal.	0
Bueno. Es bonita queda bien pero no calienta	0
Duradera. Esta muy lograda, pero algo pequeña para lo que yo queria	1
No convence.. Se suelta muy fácilmente.	0
Decepcionante. Decepcionante,calidad media baja y diseño q deja mucho q desear	0
Demasiado fina. Es muy fina y si la utilizas para que el sol y lluvia le de constantemente no dura ni 1 mes, literalmente se desintegra, pero por el precio que he pagado no está mal del todo	0
Sobre mi recibí un producto que no funciona.. mi niña no tuvo suerte para Navidad, su regalo fue defectuoso y se lo devolveré. De la taza ella quiere un scooter eléctrico. el producto no se quiere cargar , incluso si lo deja enchufado toda la noche, he nunca funciona	0
Muy buenos materiales. Me han gustado mucho, el material en fotos no se aprecia, pero es un material fuerte. En cuanto a comodidad a penas notas que las llevas puestas y para ponerlas las puedes abrir ya que tienen un cierre con belcro para mayor comodidad. Luego tan solo tienes que ajustar los broches, que vienen con correas y listo. Sin duda tengo polainas para rato. Las recomiendo	1
Guantes de iniciación. Mi valoración no es por el vendedor, que ha enviado el producto sin problema y rapidez. La valoración es por los guantes, de escasa calidad, poco agarre. También son baratos, todo hay que decirlo. Recomiendo gastar más dinero en unos mejores.	0
Cuidado con el tamaño. Buena gorra , ligera, sencilla, buena marca, pero pequeña. Cuidado con el tallaje.	0
Funciona a la perfección. Ilumina genial y la batería me dura 2 salidas. No se puede pedir más por lo que vale	1
Buen producto pero da poca talla. Buen producto pero da muy poca talla. Se me paso el plazo para devolverlo y ahora no se que hacer con él	0
Pantalla Rota. Ha llegado con la pantalla rota, es una pena porque se ve un buen patinete. Esperemos que se proceda a su devolución correctamente.	0
Buen producto. No es fino, tirando a grueso. Buena movilidad y calidad	1
No me ha enviado el chaleco. Después de 2 meses esperando el chaleco que nunca llegó, he decidido pedir el reembolso. Tampoco responde a los mensajes que le envié en su día. Una pérdida de tiempo.	0
Defraudado. Con mucho olor a brea	0
Recibido. Es más pequeño de lo que pensaba no ponen tamaño	0
Correcto. Contento. Fácil de montar y aunque parece frágil, de momento aguanta bien	1
Agridulce. Las anillas y las correas son de gran calidad pero, a mi modo de ver tienen un gran problema, y es la forma de medir la posicion en la que quieres ponerlas, ya que no trae nada señalado en las correas que sirva para ajustarlas a la altura deseada.	0
Cliente Amazon. Está bien, tienes que coger como mínimo una o dos tallas más de la que usas, porque si no no puedes abrochar, siempre que tengas abdomen abultado. Reduce bastante. Una lata para poner todos los ganchitos.	1
Rapidos. El servicio perfecto,pero no me era compatible y lo tuve que devolver	1
Bien. Bien. calidad-precio aceptable. Es de plástico pero parece resistente. Eso sí, para lavarse las manos o ducharse mejor quitaros el reloj que sino se deteriora muy rápidamente la corra.	1
paquete de envío en mal estado abierto. Buena calidad, ojo paquete de envío abierto.	1
La mascarilla que estaba buscando!. Todo perfecto, como lo esperaba. La mascarilla es excelente para el ciclismo y se adhiere perfectamente a la cara. Comerciante serio y confiable. 100% recomendado!	1
Su precio. A pesar de ser de segunda mano, la verdad estoy contento con el producto.	1
Habia pedido tamaño pequeño y me enviaron grande. dejan elegir tamaño, pero luego mandan el que quieren y sin avisar. En cuanto a colores y calidad no esta mal	0
Igual que la descripción. Me ha gustado mucho calidad/ precio	1
Excelente. Excelente articulo muy comodo y de buena calidad ,	1
Buen poncho. Satisfecho con la compra realizada. El aspecto negativo, es que al andar en bici y estar parado, cuando viene viento desde atrás, el poncho se da la vuelta y mi cabeza queda cubierta con él. Por eso no le doy 5 estrelllas	0
Genial. Recomendable. Precio calidad muy bien	1
Recomdable. Muy bueno para llevar poquitas cosaa	1
Muy seguro. Es tal cual como se muestra en la foto... Mis nietos disfrutan	1
Nada práctico. La carpa no esta mal pero cuando hace aire se tumba y no es nada estable...y eso que en Valencia no corre mucho. No la compraría.	0
NO VALEN PARA EL ANCHO DE LA SOMBRILLA QUE VENDIAN DE FORMA CONJUNTA EN AMAZON. Lo compre por que venia conjuntamente con la sombrilla que compre y estos tienen un diámetro demasiado grande y no agarran en la sombrilla. MAL	0
Funda frontal. Encaja perfectamente para el modelo de frontal para la que esta diseñada, es muy practica y ya tiene algo de uso. Ademas de la idea de poder usarse como funda de protección para la frontal, es muy practica para protegerla de golpes	1
buen producto. Esta bien es bastante grande y esta bien acabada	1
MANILLAR PARA NIÑOS. Relación calidad/precio , buena!....se monta facilmente y es tal y como se ve en las imagenes. Viene con las pilas y 2 opciones de tornillos con sus roscas para que se adapte mejor al palo del patinete. La función de luz es un extra que va bien para cuando oscurece. Estoy muy satisfecha con mi compra.	1
No compraria otra vez. Algo disgustados con el producto, lo devolvimos, pero nos toco pagar los portes.	1
Roto. La verdad que lo e abierto solo para cargarlo y montar el kart porque es para el cumpleaños de mi hijo y me a llegado así, creo que es arreglado, la rueda delantera del kart viene arañada también, espero que la cosa no valla a mas xq si no tendré que devolverlo, aconsejo comprar otra marca	0
Buena compra. Buena relacion calidad precio. Cumplio su funcion.	1
Faltaba accesorio.Pero buena Calidad. Faltaba el cepillo limpiador en la caja, me puse en contacto con ellos y me aseguraron que me lo enviarían pero no fue así..de todas formas las botellas son de buena calidad...	0
Tamaño pequeño. El tamaño es pequeño para un adulto una vez que lo ajustas a tus dientes. Aunque ofrece una buena protección	0
Poca bateria, buen radar. Aún que es de dimensiones grandes, convina una serie de artilujios para su agarre. Bateria poco duradera, con un par de rutas de 2h aprox. se termina, no suele fallar mucho, avisa con bastante antelación.	0
Tardó. Llegó tarde después de fecha del regalo, hice la devolución por correo antes de fecha y aún a la espera	0
un fallo... Me a quedado pequeña.	0
Tres estrellas sin usarla de momento por lo de la tarjeta y el manual. No trae manual en español y la tarjeta de memoria no es válida (una vergüenza ese detalle visto que todos los compradores se quejan de lo mismo) Que tarjeta es la correcta ? Donde se puede conseguir el manual de instrucciones en español?	0
Pera durísima. Lo tuve que devolver debido a que la pera estaba súper dura y me hacía daño en los nudillos. Lo utilice con unos guantes de boxeo everlast de 12 onzas y también me puse unas vendas pero aún así los nudillos me los lastime dándole a la pera de lo dura que estaba. No me quiero imaginar si se la da a la pera con unos guantes de MMA u otros más finos. A lo que se refiere el montaje es súper fácil montarlo y desmontarlo. El muelle y el funcionamiento son aceptables, muy bien para hacer cardio y coger agilidad.	0
no hay forma de contactar con el vendedor. la pulsera no esta mal dentro de lo que cabe,pero es de mala calidad,la correa me ha durado poco tiempo y ahora intento contactar con el vendedor a traves de esta pagina(ya le he enviado tres correos) para que me venda la correa y no hay forma de que conteste asi que no la aconsejo	0
Alejandro. Buena calidad. Cabe muy justa una cámara de 29 y una multiherramienta pequeña. El modelo más grande mejor, este es demasiado justo.	1
Comodo,. el producto tiene una gran calidad, dos tejidos distintos, si bien el wind stopper funciona correctamente debería de abrigar un poco más, por el resto muy contento con el artículo	1
Bonito pero pequeño. Tendrá una talla 15 o 16 pero es bonito	0
Útil. Realiza su función perfectamente	1
Se sale el agua. Se sale el agua al mes de tenerla, mala	0
Aviso. Lo bueno: el acolchado protege bien. Lo malo: la talla M es muy pequeña.	0
Genial. Es muy bonita. Tal y como se ve en las fotos. De calidad.	1
Solo me duró 2 años.. Buena mientras duró.	0
Muy bien. La verdad es que cumple con su cometido. A la niña le encanta	1
Poca resistencia al uso. Muy delicada, muy Bonita, pero poco resistente	0
Buena calidad. Aún no la he llegado a probar, aunque la caja ha llegado abierta, sin precinto ni pegatina que garantice que sea nuevo, y eso no me ha gustado. Pero parece bien de aspecto y se carga enseguida.	0
