text	tag
   184. In addition, the internal audit function should regularly review the consistency and quality       of the valuation policy and procedures, the independence of the appraiser selection process       and the appropriateness of the valuations carried out by both external and internal       appraisers.	0
   185. Credit institutions should monitor the value of immovable property collateral on a frequent       basis and at a minimum as specified in Article 208(3) of Regulation (EU) No 575/2013.	0
   186. Indexation or similar methods may be used to monitor the value of a collateral and identify       the collaterals requiring revaluation. This should be in line with the institution’s policy and       provided that the collateral to be assessed is susceptible to accurate assessment by such       methods.	0
   188. Valuations and revaluations of immovable property collateral should be performed on an       individual and a property-specific basis. Valuations and revaluations of immovable property       collateral should not be carried out using a statistical model as the sole means of undertaking       the review of the property valuation.	0
   189. Competent authorities should define a common threshold for the individual valuation and       revaluation of the collaterals used for NPEs by an independent appraiser. This threshold       should be applicable to all credit institutions in the authority’s jurisdiction and should be       publicly disclosed.	0
   190. All valuations of immovable property, including updated valuations, should be performed       by an independent and qualified appraiser, internal or external, who possesses the necessary       qualifications, ability and experience to execute a valuation, as specified in Article 208(3)(b)       and Article 229 of Regulation (EU) No 575/2013.	0
   191. For the purposes of external appraisals, credit institutions should establish a panel of       independent and qualified appraisers, based on the criteria set out below. The appraisers’	0
   192. Credit institutions should ensure that external appraisers on the panel have adequate and       valid professional indemnity insurance.	0
   193. The credit institution should ensure that each qualified appraiser on the panel:	0
   194. A panel of appraisers should contain expertise in various areas of the property sector       appropriate to the lending business of the credit institution and the location of lending.	0
   195. In order to mitigate any conflict of interest sufficiently, credit institutions should ensure       that all internal and external appraisers who are going to carry out the actual appraisal of a       given property and their first-degree relatives meet the following requirements:	0
   196. Credit institutions should ensure adequate rotation of appraisers, i.e. two sequential       individual valuations of the immovable property by the same appraiser should result in the       rotation of the appraiser, resulting in the appointment of either a different internal appraiser       or a different external appraisal provider.	0
197. For prudential purposes, credit institutions should update valuations of all secured       exposures in accordance with the requirements of Article 208(3) and Article 210(c) of       Regulation (EU) No 575/2013.	0
   198. The group of collaterals that are subject to individual valuations and revaluations on a       regular basis should be updated at the time when the exposure is classified as nonperforming and at least annually while it continues to be classified as such. Credit institutions       should make sure that, for the collateral subject to indexation or other similar methods, the       indexation is updated at least annually.	0
   199. For properties with an updated individual valuation that has taken place within the past	0
   200. Credit institutions should carry out more frequent monitoring where the market is subject       to significant negative changes and/or where there are signs of significant decline in the value       of the individual collateral.	0
   201. Therefore, credit institutions should define criteria in their collateral valuation policy and       procedures for determining if a significant decline in collateral value has taken place. Where       possible, these will include quantitative thresholds for each type of collateral, based on the       observed empirical data and any relevant qualitative credit institution experience, bearing in       mind relevant factors such as market price trends or the opinion of independent appraisers.	0
   205. For movable property, credit institutions should, in accordance with the requirements of       Article 199(6) of Regulation (EU) No 575/2013, periodically assess the liquidity of the       property. If there is material volatility in the market prices, the institution should       demonstrate that the valuation of the collateral is sufficiently conservative.	0
     206. For movable property, credit institutions should, in accordance with the requirements of         Article 210 of Regulation (EU) No 575/2013, conduct a sufficient legal review confirming the         enforceability of the collateral, including an assessment of the legal right to enforce and         liquidate the collateral in the event of default, within a reasonable timeframe.	0
     207. Overall valuations based only on the discounted replacement cost should not be used. For         income-generating properties, a market-comparable or discounted cash flow approach can         be used.	0
     208. Property collateral should be valued in accordance with applicable international, European         and national standards.39	0
     209. Credit institutions should estimate discounted cash flow in a prudential manner and in line         with applicable accounting standards.	0
     210. Calculation of discounted cash flow should take into account cases where:	0
     211. When the estimation is based on the assumption that the operating cash flow of the         borrower will continue, including cash flow being received from the collateral, updated and         reliable information on cash flow is required.	0
     212. When the estimation is based on the assumption that the operating cash flow of the         borrower will cease, the future sale proceeds from collateral execution should be adjusted         to take into account the appropriate liquidation costs and market price discount.	0
     213. In addition to the above liquidation costs, a market price discount, if appropriate, should         be applied to the updated valuation as outlined below.	0
     214. The property price at the time of liquidation should take into account current and expected         market conditions.	0
     215. Time-to-sale considerations in connection with the disposal of mortgaged properties         should also be included, based on debt enforcement practices and experiences from judicial         proceedings at national level and on empirical evidence, and back-tested accordingly. These	0
   216. The execution of collateral may include both consensual and non-consensual (forced)       liquidation strategies.	0
   217. The liquidation cost discount should reflect the manner of collateral execution, i.e. whether       it is consensual or non-consensual.	0
   218. The market price discount should reflect the liquidity of the market and the liquidation       strategy. It should not reflect fire sale conditions unless the anticipated liquidation strategy       actually involves a fire sale.	0
   219. Credit institutions should apply adequate market price discounts for the purposes of IFRS 9,       for the calculation of regulatory capital and for risk control purposes. A market price discount       may be close to zero only for highly liquid and non-distressed collateral types that are not       affected by any significant correlation risks.	0
   220. All credit institutions should develop their own liquidation cost and market price discount       assumptions based on observed empirical evidence. If insufficient empirical evidence is       available, discount assumptions should be based on, at a minimum, liquidity, passage of time,       and the quality/ageing of the appraisal. If a credit institution faces the situation of a frozen       property market and only a small number of properties have been sold or the sales history       has to be considered insufficient, a more conservative market price discount should apply.	0
221. In estimating cash flow from property collateral liquidation, credit institutions should use       appropriate and credible assumptions. In addition, credit institutions should pay attention to       the requirements for valuing cash flow under IFRS 13 on fair value measurements. In       particular, financial institutions should comply with the following requirements:	0
   222. When using the value of collateral in assessing the recoverable amount of the exposure, at       least the following should be documented:	0
   223. When the observable market price is used to assess the recoverable amount of the       exposure, the amount, source and date of the observable market price should also be       documented.	0
   224. Credit institutions should be able to substantiate the assumptions used when assessing the       recoverable amount by providing to the competent authority, if requested, details on the       property market value, the market price discount, legal and selling expenses applied, and the       term used for the time to liquidation. Credit institutions should be able to fully justify their       assumptions, both qualitatively and quantitatively, and explain the drivers of their       expectations, taking past and current experience into account.	0
225. Credit institutions should demonstrate via sound back-testing that the assumptions used       when assessing the recoverable amount were reasonable and grounded in observed       experience. In this context, credit institutions should regularly back-test their valuation       history (last valuation before the exposure was classified as non-performing) against their       sales history (net sales price of collateral). Depending on the size and business model of the       credit institution, it should differentiate by collateral type, valuation model/approach, type	0
   226. Alternatively, credit institutions using the advanced internal ratings based (A-IRB) approach       may use secured loss given default (LGD) to determine haircuts.	0
227. Credit institutions should have databases of transactions to enable the proper assessment,       monitoring and control of credit risk, to respond to requests from management and       supervisors, and to enable the provision of information in periodic reports and other timely       and comprehensive documentation. In particular, databases should comply with the       following requirements:	0
   228. These databases should include all the relevant information on properties and other       collateral for the credit institutions’ transactions and on the links between collateral and       specific transactions.	0
229. Credit institutions should strongly consider classifying foreclosed assets as non-current       assets held for sale under IFRS 5. This accounting treatment implies that the asset must be       available for immediate sale in its present condition (IFRS 5.7), that the management body       should approve an individual plan to sell the asset within a short timeframe (normally one       year) and that an active sales policy should be pursued (IFRS 5.8); thus, it favours recoveries.	0
   230. Foreclosed assets received should be valued at the lower of:	0
   231. When fair value is not obtained by reference to an active market but is based on a valuation       technique (either level 2 or level 3), some adjustments are necessary, in particular as a result       of two factors:                                                                                                    57 FINAL REPORT – GUIDELINES ON MANAGEMENT OF NON-PERFORMING AND FORBORNE EXPOSURES	0
    b) The volume or level of activity of the markets in relation to these assets. The credit        institution’s previous experience of the entity in realisations and of the differences        between amounts arrived at using the valuation technique and the final amounts obtained        in realisations should be incorporated into the calculation. The assumptions made in order        to measure this adjustment may be documented, and should be available to the supervisor        on request. Illiquidity discounts may be considered.	0
   232. When credit institutions’ foreclosed assets are still under construction and it is decided to       complete construction before selling the asset, they should demonstrate the merits of such       a strategy and the cost should not exceed the fair value less costs to complete and sell the       asset taking into account an appropriate illiquidity discount as described above.	0
   233. When a foreclosed asset has exceeded the average holding period for similar assets for       which active sales policies are in place, credit institutions should revise the illiquidity discount       applied in the valuation process described above, increase it accordingly. In these       circumstances, the credit institution should refrain from recognising write-backs/reversals of       existing accumulated impairment on the asset, as its prolonged presence on the balance       sheet provides evidence that the credit institution is unable to sell the asset at an increased       valuation.	0
   234. The frequency of valuation of foreclosed assets and the applicable procedures should       follow the treatment of immovable property as set out in sections 9.1.2 and 9.2.	0
235. As part of their ongoing engagement with credit institutions under the SREP, competent       authorities should monitor the application of these guidelines by the credit institutions, in       particular the development and implementation of NPE strategies and related governance       and operational frameworks as described in sections 4 and 5. Competent authorities’       assessments should include, but not be limited to, whether the credit institution’s NPE       strategy:	0
   236. If the competent authority concludes that the NPE strategy of a credit institution clearly       lacks one or more of the elements listed in points (a) to (e) of paragraph 235, it should be       considered a serious shortcoming of the NPE strategy. In this case, competent authorities       should require the immediate revision of the NPE strategy.	0
   237. If the outcome of the competent authority’s assessment is that the requirements of       point (a) to (e) of paragraph 236 are broadly fulfilled by the NPE strategy, but some       deficiencies are identified, the competent authority should ensure that credit institutions       present an action plan on how to address the deficiencies and establish an effective and       timely NPE management framework.	0
   238. Competent authorities should apply supervisory evaluation proportionately, taking into       account the specificities of the institutions (e.g. in terms of size, nature and complexity). In       their SREP assessments of NPE strategies and the supporting governance and operational       arrangements, the competent authorities should consider also the business models of the       institutions, in particular when the sole business of the institution is the purchase and sale of       NPEs.	0
      239. Proportionality in terms of the supervisory assessment of the NPE strategy of a smaller and          less complex credit institution (e.g. an SREP Category 3 or 4 institution40) can be achieved by          aligning the assessment with the SREP engagement model, which ensures a risk-based          approach to supervision and takes into account the systemic importance of global and          domestic institutions.	0
      240. Competent authorities should challenge credit institutions’:	0
      241. Considering the importance of early detection and prevention of deteriorating credit          quality, competent authorities should assess whether the early warning mechanisms are          implemented in the credit institutions’ internal procedures.	0
      242. Competent authorities should assess if credit institutions:	0
   243. Competent authorities should ensure that credit institutions have appropriate written       policies and procedures in place regarding the valuation of property, as described in       section 9. In particular, competent authorities should verify that these policies cover all       immovable and movable property types that are used to secure credit exposures, the criteria       for the application of individual versus indexed valuation and the requirements with regard to       eligible appraisers.	0
   244. If credit institutions report material deviations from the operational plan in accordance       with section 4.4, competent authorities should assess whether the proposed remediation       actions are sufficient to eliminate the deviation from the plan. The competent authority       should require further actions of the credit institution if it is concerned about the       effectiveness of the proposed actions.	0
   245. The requirements set out above regarding the supervisory evaluation of the management       of NPEs and FBEs supplement and further specify the assessment of NPEs and FBEs as part       of credit risk management put forward in the EBA Guidelines on common procedures and       methodologies for the SREP. The findings of this supervisory evaluation would feed into the       assessment of credit risk under Title 6.2 of the EBA Guidelines on common procedures and       methodologies for the SREP and would inform credit risk scores.	0
2.1. When establishing the provisional list, competent authorities should give priority to those      services that satisfy both criteria (i.e. in area C of Figure 1).	0
2.2. In a second step, since the criteria are not strictly cumulative, competent authorities should      also consider services that only satisfy one of the criteria (i.e. in areas A or B) for inclusion in the      provisional list.	0
2.3. Competent authorities should only use other criteria as an exception, for market-specific      issues. In doing so, competent authorities should be able to justify the methodology used,      supply supporting data and provide the reasoning behind their decisions.	0
2.4. Competent authorities should consider the service provided as a single service, irrespective of      the potential for providers to differentiate costs according to factors such as channels of      usage or the identity of the receiving payment service provider.	0
3.1. Competent authorities should respond to the Commission and to the EBA using the template in      the Annex. Competent authorities should send the responses to the following dedicated      mailboxes	0
4.1. Competent authorities should base their decisions on relevant data. Competent authorities      may make use of data from a wide range of sources, provided the data is reliable.	0
4.2. Competent authorities should ensure that they are able to provide supporting data to justify      any decision to include or exclude particular services from their list.	0
5.1. Competent authorities shall submit the provisional list in accordance with Article 3(3) of      Directive 2014/92/EU by 18 September 2015.	0
11.When applying Article 4(1)(39)(a) of Regulation (EU) No 575/2013, institutions are required to    assume that two or more clients constitute a single risk when there is a control relationship    between them.	0
12.In exceptional cases, where institutions are able to demonstrate that no single risk exists despite    the existence of a control relationship among clients, institutions should document the relevant    circumstances that justify this case in a detailed and comprehensible manner. For example, in    specific cases where a special purpose entity that is controlled by another client (e.g. an    originator) is fully ring-fenced and bankruptcy remote – so that there is no possible channel of    contagion, and hence no single risk, between the special purpose entity and the controlling entity    – it may be possible to demonstrate that no single risk exists (see scenario C 1 in the annex).	0
13.Institutions should apply the concept of control as defined in Article 4(1)(37) of Regulation (EU)    No 575/2013 as follows:	0
14.Given that the decisive factor for the assessment of the existence of a control relationship is the    accounting criteria or indicators of control set out in paragraph 13(a), (b) and (c), institutions    should group two or more clients on account of a relationship of control, as described in this    section, even where these clients are not included in the same consolidated financial statements    because exemptions apply to them under the relevant accounting rules, for example under    Article 23 of Directive 2013/34/EU.	0
15.Institutions should group two or more clients into a group of connected clients on account of a    relationship of control among these clients regardless of whether or not the exposures to these    clients are exempted from the application of the large exposures limit under Article 400(1) and (2)    of Regulation (EU) No 575/2013 or in accordance with exemptions under national rules    implementing Article 493(3) of that Regulation.	0
16.In line with the definition of ‘group of connected clients’ under the last subparagraph of    Article 4(1)(39) of Regulation (EU) No 575/2013, institutions may assess the existence of a group    of connected clients separately for each of the persons directly controlled by or directly    interconnected with the central government (‘alternative approach’). 14	0
17.The same provision allows for a partial application of the alternative approach, assessing    separately the natural or legal persons directly controlled by or directly interconnected with the    central government (see scenario CG 1 in the annex).	0
19.Where the entities directly controlled by or directly interconnected with the central government    are economically dependent on each other, they should form separate groups of connected    clients (excluding the central government), in addition to the groups of connected clients formed    in accordance with the alternative approach (see scenario CG 4 in the annex).	0
20. In line with the last sentence of the last subparagraph of Article 4(1)(39) of Regulation (EU)    No 575/2013, this section of the guidelines is also applicable to regional governments or local    authorities to which Article 115(2) of that Regulation applies, and natural or legal persons directly    controlled by or interconnected with these regional governments or local authorities.	0
14   In accordance with Article 400(1)(a) of Regulation (EU) No 575/2013, asset items constituting claims on central governments, which unsecured would be assigned a 0% risk weight under the standardised approach, are exempted from the application of Article 395(1) (limits to large exposures) of the same regulation.	0
21.When assessing interconnectedness among their clients based on economic dependency, in    accordance with Article 4(1)(39)(b) of Regulation (EU) No 575/2013, institutions should take into    account the specific circumstances of each case, in particular whether the financial difficulties or    the failure of a client would lead to funding or repayment difficulties for another client (see    scenarios E 1, E 2, E 3 and E 4 in the annex).	0
22.Where an institution is able to demonstrate that the financial difficulties or the failure of a client    would not lead to funding or repayment difficulties for another client, these clients do not need to    be considered a single risk. In addition, two clients do not need to be considered a single risk if a    client is economically dependent on another client in a limited way, meaning that the client can    easily find a replacement for the other client.	0
23.Institutions should consider, in particular, the following situations when assessing economic    dependency:	0
24.Institutions should also consider the non-exhaustive list of situations in paragraph 23 when    assessing connections among shadow banking entities. 16 Institutions should give due    consideration to the fact that relationships between entities falling under the definition of    shadow banking entities will most likely consist not of equity ties but rather of a different type of    relationship, i.e. situations of de facto control or relationships characterised by contractual    obligations, implicit support or potential reputational risk (e.g. sponsorship or even branding).	0
25.Where an institution’s client is economically dependent on more than one client, which are not    dependent on each other, the institution should include the latter clients in separate groups of    connected clients (together with the dependent client).	0
26.Institutions should form a group of connected clients where two or more of their clients are    economically dependent on an entity, even if this entity is not a client of the institution.	0
27.Institutions should group two or more clients into a group of connected clients on account of    economic dependency among these clients regardless of whether or not the exposures to these    clients are exempted from the application of the large exposures limit under Article 400(1) and (2)    of Regulation (EU) No 575/2013 or in accordance with exemptions under national rules    implementing Article 493(3) of that Regulation.	0
28.Institutions should consider situations where the funding problems of one client are likely to    spread to another on account of a one-way or two-way dependency on the same funding source.    This does not include cases where clients get funding from the same market (e.g. the market for    commercial paper) or where clients’ dependency on their existing source of funding is caused by	0
16   As defined in the EBA guidelines on limits on exposures to shadow banking entities that carry out banking activities outside a regulated framework under Article 395(2) of Regulation (EU) No 575/2013: https://www.eba.europa.eu/regulation-and-policy/large-exposures/guidelines-on-limits-on-exposures-to-shadow-banking	0
29.Institutions should consider cases where the common source of funding depended on is provided    by the institution itself, its financial group or its connected parties (see scenarios E 5 and E 6 in the    annex) 17. Being clients of the same institution does not in itself create a requirement to group the    clients if the institution providing funding can be easily replaced.	0
30.Institutions should also assess any contagion or idiosyncratic risk that could emerge from the    following situations:	0
31.Institutions should first identify which clients are connected via control in accordance with    Article 4(1)(39)(a) of Regulation (EU) No 575/2013 (‘control group’) and which clients are    connected via economic dependency in accordance with Article 4(1)(39)(b) of the same    Regulation. Subsequently, institutions should assess whether the identified groups of connected    clients need to be (partially) connected themselves (e.g. whether groups of clients connected on    account of economic dependency need to be grouped together with a control group).	0
32.In their assessment, institutions should consider each case separately, i.e. identify the possible    chain of contagion (‘domino effect’) based on the individual circumstances (see scenarios C/E 1    and C/E 2 in the annex).	0
33.Where clients that are part of different control groups are interconnected via economic    dependency, all entities for which a chain of contagion exists need to be grouped into one group    of connected clients. Downstream contagion should always be assumed when a client is    economically dependent and is itself the head of a control group (see scenario C/E 3 in the annex).    Upstream contagion of clients that control an economically dependent entity should be assumed    only when this controlling client is also economically dependent on the entity that constitutes the    economic link between the two controlling groups (see scenario C/E 4 in the annex).	0
34.Institutions should have a thorough knowledge of their clients and their clients’ relationships.    Institutions should also ensure that their staff understand and apply these guidelines.	0
35.Identification of possible connections among clients should be an integral part of an institution’s    credit granting and surveillance process. The management body and senior management should    ensure that adequate processes for the identification of connections among clients are    documented and implemented.	0
36.Institutions should identify all control relationships among their clients and document as    appropriate. Institutions should also investigate, and document as appropriate, any potential    economic dependencies among their clients. Institutions should take reasonable steps and use    readily available information to identify these connections. If, for example, an institution becomes    aware that clients have been considered interconnected by another institution (e.g. because of    the existence of a public register), it should take into account that information.	0
37.The efforts that institutions put into the investigation of economic dependencies among their    clients should be proportionate to the size of the exposures. Therefore, institutions should    strengthen their investigations, by extensive research of any type of ‘soft information’ as well as    information that goes beyond the institutions’ clients, in all cases where the sum of all exposures    to one individual client exceeds 5% of Tier 1 capital. 18	0
38.To assess grouping requirements based on a combination of control and economic dependency    relationships, institutions should collect information on all entities forming a chain of contagion.    Institutions might not be able to identify all clients that constitute a single risk if there are    interconnections that stem from entities that are not in a business relationship with the    institution and are therefore unknown to the institution (see scenario Mm 1 in the annex).    However, if an institution becomes aware of interconnections via entities outside its clientele, it    should use this information when assessing connections.	0
39.Control and management procedures for identifying connected clients should be subject to    periodic review to ensure their appropriateness. Institutions should also monitor changes to    interconnections, at least in the context of their periodic loan reviews and when a substantial    increase to a loan is planned.	0
18   The threshold refers to the institution’s Tier 1 capital for the purposes of applying these guidelines on an individual basis. The threshold refers to the Tier 1 capital of the group of the institution for the purposes of applying these guidelines on a subconsolidated or consolidated basis.	0
1. Institutions should consider that investments in venture capital firms referred to in point (a) of    Article 128(2) of Regulation (EU) No 575/2013 include, at a minimum, any investment that    meets both of the following conditions:	0
2. Institutions should consider that investments in private equity referred to in point (c) of    Article 128(2) of Regulation (EU) No 575/2013 include, at a minimum, any investment that    meets both of the following conditions:	0
3. The scope of the exercise of identifying items associated with particularly high risk that are not    already covered by Article 128(2) of Regulation (EU) No 575/2013 should cover all exposure    classes, with a particular emphasis on the exposure classes referred to in points (g), (p) and (q)    of Article 112 of Regulation (EU) No 575/2013.	0
4. Institutions should consider as items associated with particularly high risk, from among those    referred to in paragraph 3, at a minimum, those exposures that exhibit levels and ranges of risk    drivers that are not common to other obligors or transactions of the same exposure class.	0
5. For the purposes of paragraph 4, institutions should consider, at a minimum, all of the following    exposures as exhibiting levels and ranges of risk drivers that are not common to other obligors    or transactions of the same exposure class:	0
6. All equity exposures to a given issuer should be considered whether to be classified as items    associated with particularly high risk where either of the following conditions is met:	0
7. Where institutions identify any types of exposures carrying a particularly high risk of loss in    accordance with the conditions set out in Article 128(3) of Regulation (EU) No 575/2013, other    than those identified in accordance with paragraph 5 or 6, institutions should notify the    competent authorities in their jurisdiction, together with a brief description of the main    characteristics of these exposures. The competent authorities should, in turn, notify the EBA.	0
11. In order to apply these guidelines for the first time, institutions that use the IRB Approach     should assess and accordingly adjust, where necessary, their rating systems so that the     estimates of risk parameters reflect the new definition of default according to these     guidelines by applying the following:	0
12. The changes referred to in paragraph 11, which are applied to the rating systems as a result of     the application of these guidelines, are required to be verified by the internal validation     function and classified according to Commission Delegated Regulation (EU) No 529/2014, and,     depending on this classification, they are required to be notified or approved by the relevant     competent authority.	0
13. Institutions that use the IRB Approach, and which need to obtain prior permission from     competent authorities in accordance with Article 143 of Regulation (EU) No 575/2013 and     Commission Delegated Regulation (EU) No 529/2014 2 in order to incorporate these     guidelines by the deadline referred to in paragraph 10, should agree with their competent	0
14. After IRB institutions have started collecting data according to the new definition of default as     provided in these guidelines, in the course of their regular revision of risk estimates referred     to in Article 179(1)(c) of Regulation (EU) No 575/2013, those institutions should extend or,     where justified, move the window of historical data used for the risk quantification to include     new data. Until an adequate time period with homogenous default definition is reached,     those IRB institutions, during their regular revisions of the risk parameter estimates, should     assess the adequacy of the level of the margin of conservatism referred to in point (b) of     paragraph 11.	0
15. Sections 3.3.2.1. and 3.4.4. of the CEBS Guidelines on the implementation, validation and     assessment of Advanced Measurement (AMA) and Internal Ratings Based (IRB) Approaches     (GL10) published on 4 April 2006 are repealed with effect from 1 January 2021.	0
16. For the purposes of the application of point (b) of Article 178(1) of Regulation (EU) No     575/2013, where any amount of principal, interest or fee has not been paid at the date it was     due, institutions should recognise this as the credit obligation past due. Where there are     modifications of the schedule of credit obligations, as referred to in point (e) of Article 178(2)     of Regulation (EU) No 575/2013, the institution’s policies should clarify that the counting of     days past due should be based on the modified schedule of payments.	0
17. Where the credit arrangement explicitly allows the obligor to change the schedule, suspend     or postpone the payments under certain conditions and the obligor acts within the rights     granted in the contract, the changed, suspended or postponed instalments should not be     considered past due, but the counting of days past due should be based on the new schedule     once it is specified. Nevertheless if the obligor changes the schedule, suspends or postpones     the payments, the institutions should analyse the reasons for such a change and assess the     possible indications of unlikeliness to pay, in accordance with Articles 178(1) and (3) of     Regulation (EU) No 575/2013 and Section 5 of these guidelines.	0
18. Where the repayment of the obligation is suspended because of a law allowing this option or     other legal restrictions, the counting of days past due should also be suspended during that	0
19. Where the repayment of the obligation is the subject of a dispute between the obligor and     the institution, the counting of days past due may be suspended until the dispute is resolved,     where at least one of the following conditions is met:	0
20. Where the obligor changes due to an event such as a merger or acquisition of the obligor or     any other similar transaction, the counting of days past due should start from the moment a     different person or entity becomes obliged to pay the obligation. The counting of days past     due is, instead, unaffected by a change in the obligor’s name.	0
21. The calculation of the sum of all amounts past due that are related to any credit obligation of     the obligor to the institution, parent undertaking or any of its subsidiaries to this obligor and     which institutions are required to calculate for the purpose of comparison with the     materiality threshold set by the competent authority in accordance with point (d) of Article     178(2) of Regulation (EU) No 575/2013 should be performed with a frequency allowing timely     identification of default. Institutions should ensure that the information about the days past     due and default is up-to-date whenever it’s being used for decision making, internal risk     management, internal or external reporting and the own funds requirements calculation     processes. Where institutions calculate days past due less often than daily, they should     ensure that the date of default is identified as the date when the past due criterion has     actually been fulfilled.	0
22. The classification of the obligor to a defaulted status should not be subject to additional     expert judgement; once the obligor meets the past due criterion all exposures to that obligor     are considered defaulted, unless either of the following conditions is met:	0
23. A technical past due situation should only be considered to have occurred in any of the     following cases:	0
24. Technical past due situations should not be considered as defaults in accordance with Article	0
25. Institutions may apply specific treatment for exposures to central governments, local     authorities and public sector entities where all of the following conditions are met:	0
26. Institutions that decide to apply the specific treatment referred to in paragraph 25 should     apply all of the following:	0
27. Where there are factoring arrangements whereby the ceded receivables are not recognised     on the balance sheet of the factor and the factor is liable directly to the client up to a certain     agreed percentage, the counting of days past due should commence from when the factoring     account is in debit, i.e. from when the advances paid for the receivables exceed the     percentage agreed between the factor and the client. For the purpose of determining items of     the client of a factor that are past due, institutions should apply both of the following:	0
28. Where there are factoring arrangements where the purchased receivables are recognised on     the balance sheet of the factor and the factor has exposures to the debtors of the client, the     counting of days past due should commence when the payment for a single receivable	0
29. Where the institution recognises events related to dilution risk of purchased receivables as     defined in point (53) of Article 4(1) of Regulation (EU) No 575/2013, these events should not     be considered as leading to the default of the obligor. Where the amount of receivable has     been reduced as a result of events related to dilution risk such as discounts, deductions,     netting or credit notes issued by the seller the reduced amount of receivable should be     included in the calculation of days past due. Where there is a dispute between the obligor and     the seller and such event is recognised as related to dilution risk the counting of days past due     should be suspended until the dispute is resolved.	0
30. Events recognised as related to dilution risk and hence excluded from the identification of     default should be included in the calculation of own funds requirements or internal capital for     dilution risk. Where institutions recognise significant number of events related to dilution risk,     they should analyse and document the reasons for such events and assess the possible     indications of unlikeliness to pay, in accordance with Articles 178(1) and (3) of Regulation (EU)     No 575/2013 and Section 5 of these guidelines.	0
31. Where the obligor has not been adequately informed about the cession of the receivable by     the factor’s client and the institution has evidence that the payment for the receivable has     been made to the client, the institution should not consider the receivable to be past due.     Where the obligor has been adequately informed about the cession of the receivable but has     nevertheless made the payment to the client, the institution should continue counting the     days past due according to the conditions of the receivable.	0
32. In the specific case of undisclosed factoring arrangements, where the obligors are not     informed about the cession of the receivables but the purchased receivables are recognised     on the balance sheet of the factor, the counting of days past due should commence from the     moment agreed with the client when the payments made by the obligors should be     transferred from the client to the factor.	0
33. Competent authorities should notify the EBA of the levels of the materiality thresholds that     they set in their respective jurisdiction in accordance with point (d) of Article 178(2) of     Regulation (EU) No 575/2013. After the entry into force of the regulatory technical standards     developed in accordance with Article 178(6) of Regulation (EU) No 575/2013, where     competent authorities set the relative component of the materiality threshold at a level     different than the 1% referred to in those regulatory technical standards, they should provide     the justification for this different level of the threshold to the EBA.	0
34. Institutions should apply the materiality threshold for past due credit obligations set by their     competent authorities as referred to in point (d) of Article 178(2) of Regulation (EU) No     575/2013. Institutions may identify defaults on the basis of a lower threshold if they can     demonstrate that this lower threshold is a relevant indication of unlikeliness to pay and does     not lead to an excessive number of defaults that return to non-defaulted status shortly after     being recognised as defaulted or decrease of capital requirements. In this case institutions     should record in their databases the information on the trigger of default as an additional     specified indication of unlikeliness to pay.	0
35. For the purposes of unlikeliness to pay as referred to in point (a) of Article 178(3) of     Regulation (EU) No 575/2013, institutions should consider that an obligor is unlikely to pay     where interest related to credit obligations is no longer recognised in the income statement     of the institution due to the decrease of the credit quality of the obligation.	0
36. For the purposes of unlikeliness to pay as referred to in point (b) of Article 178(3) of     Regulation (EU) No 575/2013, all of the following specific credit risk adjustments (SCRA)     should be considered to be a result of a significant perceived decline in the credit quality of a     credit obligation and hence should be treated as an indication of unlikeliness to pay:	0
37. The SCRA that cover the losses for which historical experience, adjusted on the basis of     current observable data, indicate that the loss has occurred but the institution is not yet     aware which individual exposure has suffered these losses (‘incurred but not reported     losses’), should not be considered an indication of unlikeliness to pay of a specific obligor.	0
